"","uf","municipio","quantidade_obras_notificadas","valor_pago_obras_notificadas"
"1","AC","Acrelândia",1,206805
"2","AC","Bujari",2,1159099
"3","AC","Capixaba",1,837513
"4","AC","Cruzeiro do Sul",6,2732849
"5","AC","Plácido de Castro",2,1710260
"6","AC","Rio Branco",7,5574762
"7","AC","Santa Rosa do Purus",1,409054
"8","AC","Senador Guiomard",1,1081916
"9","AC","Tarauacá",8,5641002
"10","AL","Água Branca",1,1435821
"11","AL","Arapiraca",8,5433352
"12","AL","Atalaia",1,1262191
"13","AL","Barra de São Miguel",1,459136
"14","AL","Cajueiro",1,0
"15","AL","Campestre",1,515057
"16","AL","Chã Preta",1,276894
"17","AL","Coité do Nóia",1,552788
"18","AL","Colônia Leopoldina",2,1153067
"19","AL","Coruripe",1,644915
"20","AL","Delmiro Gouveia",3,1134666
"21","AL","Estrela de Alagoas",1,424334
"22","AL","Feira Grande",2,843433
"23","AL","Flexeiras",1,276210
"24","AL","Girau do Ponciano",1,419791
"25","AL","Inhapi",1,0
"26","AL","Jacuípe",1,0
"27","AL","Lagoa da Canoa",1,424587
"28","AL","Limoeiro de Anadia",1,549542
"29","AL","Maceió",11,5108795
"30","AL","Marechal Deodoro",6,1255499
"31","AL","Mata Grande",1,1348910
"32","AL","Matriz de Camaragibe",2,679825
"33","AL","Murici",2,598801
"34","AL","Novo Lino",1,396988
"35","AL","Olho d'Água das Flores",1,419535
"36","AL","Pão de Açúcar",2,865731
"37","AL","Pariconha",1,1914043
"38","AL","Paripueira",1,400205
"39","AL","Passo de Camaragibe",2,441318
"40","AL","Piaçabuçu",1,1011660
"41","AL","Piranhas",1,694410
"42","AL","Porto de Pedras",2,451404
"43","AL","Rio Largo",1,606367
"44","AL","São Luís do Quitunde",1,0
"45","AL","São Miguel dos Campos",1,430380
"46","AL","São Sebastião",1,1035379
"47","AL","Satuba",1,0
"48","AL","Tanque d'Arca",1,530602
"49","AL","Taquarana",1,0
"50","AL","União dos Palmares",3,676509
"51","AL","Viçosa",2,909644
"52","AM","Alvarães",1,898082
"53","AM","Apuí",1,297158
"54","AM","Autazes",11,6767998
"55","AM","Barcelos",2,949126
"56","AM","Barreirinha",2,939612
"57","AM","Beruri",2,1560868
"58","AM","Boa Vista do Ramos",3,171841
"59","AM","Boca do Acre",1,369781
"60","AM","Borba",4,3181280
"61","AM","Caapiranga",1,0
"62","AM","Carauari",3,1607713
"63","AM","Careiro",6,3577703
"64","AM","Careiro da Várzea",2,0
"65","AM","Coari",5,5107092
"66","AM","Codajás",1,963913
"67","AM","Eirunepé",2,1752522
"68","AM","Envira",1,918485
"69","AM","Fonte Boa",1,497387
"70","AM","Guajará",2,990849
"71","AM","Humaitá",1,0
"72","AM","Iranduba",2,1815672
"73","AM","Itacoatiara",5,1884548
"74","AM","Itapiranga",1,624894
"75","AM","Juruá",2,0
"76","AM","Jutaí",10,2132110
"77","AM","Lábrea",4,3259904
"78","AM","Manacapuru",7,7971109
"79","AM","Manaquiri",1,0
"80","AM","Manaus",55,21886220
"81","AM","Manicoré",2,0
"82","AM","Maraã",2,870999
"83","AM","Maués",1,922388
"84","AM","Nova Olinda do Norte",3,2776923
"85","AM","Novo Airão",2,1251952
"86","AM","Parintins",7,418061
"87","AM","Pauini",1,368648
"88","AM","Santo Antônio do Içá",4,1618707
"89","AM","São Gabriel da Cachoeira",45,2360108
"90","AM","Silves",1,0
"91","AM","Tabatinga",4,1284042
"92","AM","Tefé",4,2466768
"93","AM","Tonantins",3,36903
"94","AM","Uarini",1,1375059
"95","AM","Urucará",1,306491
"96","AM","Urucurituba",3,3327447
"97","AP","Amapá",1,0
"98","AP","Laranjal do Jari",8,14485998
"99","AP","Macapá",18,2081181
"100","AP","Oiapoque",3,295538
"101","AP","Porto Grande",2,537565
"102","AP","Santana",2,1095938
"103","AP","Vitória do Jari",2,190097
"104","BA","Abaíra",1,0
"105","BA","Alagoinhas",1,401492
"106","BA","Anagé",1,784597
"107","BA","Andorinha",3,2078650
"108","BA","Angical",1,132042
"109","BA","Apuarema",1,640156
"110","BA","Araci",3,2664022
"111","BA","Arataca",1,271377
"112","BA","Aratuípe",1,539853
"113","BA","Baixa Grande",1,0
"114","BA","Barra",1,981705
"115","BA","Barra do Choça",2,1952844
"116","BA","Barreiras",7,4522578
"117","BA","Barro Preto",1,424270
"118","BA","Brejões",2,460559
"119","BA","Brejolândia",1,393020
"120","BA","Brotas de Macaúbas",1,767532
"121","BA","Buerarema",1,1045650
"122","BA","Buritirama",1,984072
"123","BA","Caém",2,1936718
"124","BA","Caetanos",1,629485
"125","BA","Caetité",1,558545
"126","BA","Cafarnaum",3,2444199
"127","BA","Caldeirão Grande",1,0
"128","BA","Camacan",2,275160
"129","BA","Camaçari",6,0
"130","BA","Camamu",3,3549235
"131","BA","Canápolis",1,944457
"132","BA","Canavieiras",1,1856825
"133","BA","Candeias",2,401252
"134","BA","Cândido Sales",1,1794205
"135","BA","Capim Grosso",1,2108084
"136","BA","Caravelas",1,242699
"137","BA","Carinhanha",2,3895884
"138","BA","Casa Nova",5,4754262
"139","BA","Castro Alves",1,1154771
"140","BA","Catu",1,375469
"141","BA","Central",3,2366279
"142","BA","Chorrochó",3,927939
"143","BA","Cipó",1,0
"144","BA","Cocos",1,1595671
"145","BA","Conceição do Almeida",1,737246
"146","BA","Conceição do Jacuípe",1,163254
"147","BA","Conde",1,903103
"148","BA","Condeúba",2,1850995
"149","BA","Coronel João Sá",2,1292301
"150","BA","Correntina",1,1582854
"151","BA","Crisópolis",1,861050
"152","BA","Cristópolis",1,974846
"153","BA","Cruz das Almas",2,1045328
"154","BA","Dias d'Ávila",2,0
"155","BA","Dom Macedo Costa",1,0
"156","BA","Encruzilhada",1,0
"157","BA","Entre Rios",2,1777212
"158","BA","Eunápolis",5,5439541
"159","BA","Fátima",2,1489022
"160","BA","Feira de Santana",2,961604
"161","BA","Formosa do Rio Preto",1,979989
"162","BA","Gandu",1,748852
"163","BA","Gavião",1,826495
"164","BA","Glória",1,0
"165","BA","Gongogi",1,1261059
"166","BA","Governador Mangabeira",1,872574
"167","BA","Guajeru",1,989304
"168","BA","Guanambi",1,594448
"169","BA","Guaratinga",1,983469
"170","BA","Ibicoara",1,395676
"171","BA","Ibipeba",1,0
"172","BA","Ibitiara",1,1868733
"173","BA","Ibotirama",1,833895
"174","BA","Iguaí",2,985132
"175","BA","Ilhéus",6,2583759
"176","BA","Inhambupe",3,980737
"177","BA","Ipecaetá",2,735874
"178","BA","Ipirá",1,0
"179","BA","Itabela",1,876281
"180","BA","Itabuna",1,911765
"181","BA","Itacaré",1,499583
"182","BA","Itaeté",1,745870
"183","BA","Itagi",1,0
"184","BA","Itagimirim",2,520738
"185","BA","Itaguaçu da Bahia",1,0
"186","BA","Itaju do Colônia",3,1555036
"187","BA","Itajuípe",1,1256508
"188","BA","Itamaraju",2,1465140
"189","BA","Itamari",1,674227
"190","BA","Itambé",1,925823
"191","BA","Itanagra",1,404307
"192","BA","Itanhém",1,546004
"193","BA","Itaparica",1,1123682
"194","BA","Itapetinga",1,0
"195","BA","Itaquara",1,279380
"196","BA","Itarantim",1,0
"197","BA","Itatim",1,0
"198","BA","Itiúba",3,1225078
"199","BA","Itororó",1,677662
"200","BA","Iuiú",1,1612533
"201","BA","Jacaraci",1,0
"202","BA","Jaguaquara",1,763916
"203","BA","Jaguarari",1,758308
"204","BA","Jandaíra",1,0
"205","BA","Jequié",5,1229379
"206","BA","Jeremoabo",3,2522797
"207","BA","Jiquiriçá",1,836876
"208","BA","Jussara",1,1346810
"209","BA","Lapão",3,5132075
"210","BA","Lauro de Freitas",7,2134201
"211","BA","Livramento de Nossa Senhora",1,0
"212","BA","Malhada",2,101776
"213","BA","Manoel Vitorino",1,499411
"214","BA","Maracás",1,1267859
"215","BA","Maragogipe",1,523843
"216","BA","Marcionílio Souza",1,972419
"217","BA","Mascote",1,943615
"218","BA","Miguel Calmon",1,924549
"219","BA","Monte Santo",2,0
"220","BA","Morpará",1,1280537
"221","BA","Morro do Chapéu",4,2036569
"222","BA","Mortugaba",1,1249550
"223","BA","Mucugê",1,1089041
"224","BA","Mucuri",1,503282
"225","BA","Mundo Novo",2,1966471
"226","BA","Muquém de São Francisco",2,1241862
"227","BA","Muritiba",2,253844
"228","BA","Nazaré",1,0
"229","BA","Nordestina",1,0
"230","BA","Nova Canaã",1,811194
"231","BA","Nova Fátima",2,2470059
"232","BA","Nova Ibiá",1,836347
"233","BA","Nova Viçosa",1,0
"234","BA","Novo Horizonte",1,0
"235","BA","Olindina",1,569100
"236","BA","Oliveira dos Brejinhos",1,637143
"237","BA","Palmeiras",1,1327824
"238","BA","Paulo Afonso",2,0
"239","BA","Pedrão",1,438408
"240","BA","Pedro Alexandre",10,1593762
"241","BA","Pilão Arcado",2,695195
"242","BA","Pindobaçu",2,0
"243","BA","Piraí do Norte",1,353815
"244","BA","Piripá",1,874889
"245","BA","Piritiba",1,358610
"246","BA","Planalto",2,1843061
"247","BA","Porto Seguro",2,2865672
"248","BA","Potiraguá",1,502825
"249","BA","Prado",1,1254597
"250","BA","Presidente Jânio Quadros",2,1753480
"251","BA","Presidente Tancredo Neves",2,1588214
"252","BA","Queimadas",1,957401
"253","BA","Quijingue",1,1630827
"254","BA","Quixabeira",2,0
"255","BA","Remanso",1,0
"256","BA","Riachão do Jacuípe",4,1887800
"257","BA","Ribeira do Amparo",1,958028
"258","BA","Ribeirão do Largo",2,980016
"259","BA","Rio do Pires",1,729940
"260","BA","Rio Real",1,643397
"261","BA","Salvador",17,4242896
"262","BA","Santa Maria da Vitória",2,1807537
"263","BA","Santa Teresinha",1,0
"264","BA","Santaluz",1,478777
"265","BA","Santo Amaro",2,895176
"266","BA","Santo Estêvão",1,820925
"267","BA","São Domingos",3,0
"268","BA","São Felipe",1,494483
"269","BA","São Francisco do Conde",2,1578087
"270","BA","São Gabriel",1,1552324
"271","BA","São Gonçalo dos Campos",3,0
"272","BA","São José do Jacuípe",1,590578
"273","BA","São Sebastião do Passé",1,355209
"274","BA","Sapeaçu",2,507240
"275","BA","Sátiro Dias",1,0
"276","BA","Saúde",2,782661
"277","BA","Sento Sé",2,1250478
"278","BA","Serra Dourada",1,1794391
"279","BA","Serrinha",3,2179858
"280","BA","Simões Filho",2,0
"281","BA","Souto Soares",1,496830
"282","BA","Tanque Novo",1,0
"283","BA","Taperoá",1,481578
"284","BA","Teixeira de Freitas",2,1015260
"285","BA","Teodoro Sampaio",1,194870
"286","BA","Teolândia",1,582441
"287","BA","Terra Nova",1,966213
"288","BA","Tremedal",1,616082
"289","BA","Uauá",1,974951
"290","BA","Uibaí",1,0
"291","BA","Una",2,855779
"292","BA","Uruçuca",2,978636
"293","BA","Utinga",1,295532
"294","BA","Valença",5,1473024
"295","BA","Valente",1,0
"296","BA","Vitória da Conquista",4,1761523
"297","BA","Wagner",1,0
"298","BA","Wanderley",1,983743
"299","BA","Wenceslau Guimarães",4,1524466
"300","BA","Xique-Xique",5,1612454
"301","CE","Abaiara",1,1008839
"302","CE","Acarape",1,0
"303","CE","Acaraú",2,849335
"304","CE","Acopiara",2,1446723
"305","CE","Alto Santo",4,2792073
"306","CE","Aquiraz",1,283012
"307","CE","Aracati",2,0
"308","CE","Ararendá",1,0
"309","CE","Araripe",2,1074625
"310","CE","Assaré",2,1637869
"311","CE","Aurora",1,1813092
"312","CE","Baixio",1,887228
"313","CE","Barro",1,0
"314","CE","Barroquinha",1,656998
"315","CE","Baturité",2,2474256
"316","CE","Beberibe",4,4752065
"317","CE","Brejo Santo",1,0
"318","CE","Campos Sales",1,1973458
"319","CE","Caridade",2,1257568
"320","CE","Caririaçu",1,882832
"321","CE","Carnaubal",1,1595437
"322","CE","Cascavel",2,1851781
"323","CE","Caucaia",12,4806991
"324","CE","Chaval",1,426269
"325","CE","Chorozinho",1,2549920
"326","CE","Crateús",2,1721782
"327","CE","Crato",3,2073266
"328","CE","Cruz",1,718755
"329","CE","Ererê",1,168360
"330","CE","Eusébio",2,510322
"331","CE","Fortaleza",83,35159273
"332","CE","Guaiúba",1,576462
"333","CE","Guaraciaba do Norte",3,3003853
"334","CE","Ibiapina",1,230479
"335","CE","Icó",2,1846215
"336","CE","Iguatu",1,1205951
"337","CE","Independência",1,980000
"338","CE","Ipaporanga",1,2317059
"339","CE","Ipu",2,1215211
"340","CE","Itapagé",2,1737862
"341","CE","Itapipoca",3,312932
"342","CE","Jaguaretama",1,1118314
"343","CE","Juazeiro do Norte",3,926294
"344","CE","Limoeiro do Norte",2,484688
"345","CE","Madalena",4,4175184
"346","CE","Maracanaú",7,1132227
"347","CE","Maranguape",6,825193
"348","CE","Martinópole",1,0
"349","CE","Massapê",3,947515
"350","CE","Mauriti",1,1075985
"351","CE","Meruoca",1,192788
"352","CE","Milagres",1,545240
"353","CE","Milhã",1,2039267
"354","CE","Miraíma",1,840638
"355","CE","Missão Velha",1,2093045
"356","CE","Mombaça",1,500653
"357","CE","Morada Nova",2,0
"358","CE","Moraújo",1,0
"359","CE","Mulungu",1,1646906
"360","CE","Nova Russas",2,1459783
"361","CE","Ocara",1,634423
"362","CE","Orós",1,1809246
"363","CE","Pacatuba",4,2952589
"364","CE","Pacujá",1,1123682
"365","CE","Palmácia",1,1118314
"366","CE","Paraipaba",1,186918
"367","CE","Pentecoste",2,1493725
"368","CE","Pindoretama",1,893227
"369","CE","Piquet Carneiro",1,1774755
"370","CE","Pires Ferreira",1,919554
"371","CE","Poranga",1,0
"372","CE","Potiretama",2,1948278
"373","CE","Quixadá",1,1369495
"374","CE","Quixeramobim",3,916128
"375","CE","Redenção",1,0
"376","CE","Russas",2,513687
"377","CE","Salitre",1,1505703
"378","CE","Santa Quitéria",1,592098
"379","CE","Santana do Acaraú",2,899381
"380","CE","São Benedito",1,2247854
"381","CE","São João do Jaguaribe",1,0
"382","CE","Sobral",10,10598666
"383","CE","Solonópole",1,1775795
"384","CE","Tejuçuoca",3,2014324
"385","CE","Tianguá",3,1334388
"386","CE","Ubajara",1,408066
"387","CE","Umari",1,847123
"388","CE","Umirim",1,1617160
"389","CE","Uruburetama",1,1263263
"390","CE","Varjota",1,906418
"391","ES","Água Doce do Norte",1,0
"392","ES","Águia Branca",1,1028494
"393","ES","Aracruz",2,1515118
"394","ES","Baixo Guandu",1,0
"395","ES","Cachoeiro de Itapemirim",1,1215992
"396","ES","Cariacica",1,0
"397","ES","Castelo",1,1521616
"398","ES","Conceição do Castelo",1,0
"399","ES","Domingos Martins",1,246213
"400","ES","Fundão",2,492530
"401","ES","Governador Lindenberg",1,0
"402","ES","Guaçuí",1,0
"403","ES","Guarapari",1,1109507
"404","ES","Ibiraçu",1,0
"405","ES","Irupi",1,1239876
"406","ES","Itarana",1,0
"407","ES","Iúna",1,506843
"408","ES","Jaguaré",1,925140
"409","ES","Linhares",1,839626
"410","ES","Mimoso do Sul",1,0
"411","ES","Montanha",1,0
"412","ES","Muniz Freire",1,0
"413","ES","Pedro Canário",2,1396296
"414","ES","Piúma",1,1001472
"415","ES","Santa Maria de Jetibá",1,0
"416","ES","São Domingos do Norte",1,2359652
"417","ES","São Mateus",2,850656
"418","ES","Serra",12,1838345
"419","ES","Sooretama",2,475235
"420","ES","Vargem Alta",3,181242
"421","ES","Viana",1,0
"422","ES","Vila Pavão",1,0
"423","ES","Vila Valério",1,879861
"424","ES","Vila Velha",7,3961896
"425","ES","Vitória",1,918994
"426","GO","Águas Lindas de Goiás",6,3259110
"427","GO","Alexânia",1,723145
"428","GO","Amorinópolis",1,841566
"429","GO","Anápolis",6,2614627
"430","GO","Aparecida de Goiânia",17,8074826
"431","GO","Aporé",1,1460150
"432","GO","Aragarças",1,0
"433","GO","Aragoiânia",1,578981
"434","GO","Arenópolis",1,635892
"435","GO","Baliza",1,234643
"436","GO","Bela Vista de Goiás",1,445270
"437","GO","Cachoeira Alta",2,1230409
"438","GO","Caçu",2,1063090
"439","GO","Campinorte",1,1475982
"440","GO","Catalão",2,1836632
"441","GO","Cavalcante",1,1385648
"442","GO","Chapadão do Céu",1,0
"443","GO","Cidade Ocidental",2,1897106
"444","GO","Corumbá de Goiás",1,943632
"445","GO","Cromínia",1,1118314
"446","GO","Damianópolis",1,417082
"447","GO","Divinópolis de Goiás",1,1848153
"448","GO","Faina",2,1204266
"449","GO","Fazenda Nova",1,191868
"450","GO","Formosa",2,917202
"451","GO","Goianápolis",1,943476
"452","GO","Goianésia",1,0
"453","GO","Goiânia",55,17816701
"454","GO","Goiatuba",1,440347
"455","GO","Guapó",1,1350560
"456","GO","Guaraíta",1,1443847
"457","GO","Guarani de Goiás",1,896299
"458","GO","Iaciara",1,638587
"459","GO","Ipameri",1,0
"460","GO","Itaberaí",1,441370
"461","GO","Itapaci",1,0
"462","GO","Itapuranga",3,311846
"463","GO","Itumbiara",1,868172
"464","GO","Jaraguá",1,886219
"465","GO","Jataí",1,1043686
"466","GO","Luziânia",2,973316
"467","GO","Mambaí",1,636903
"468","GO","Marzagão",1,438234
"469","GO","Matrinchã",1,1118314
"470","GO","Minaçu",2,1012118
"471","GO","Mineiros",1,902138
"472","GO","Monte Alegre de Goiás",1,427551
"473","GO","Nerópolis",1,2774043
"474","GO","Niquelândia",7,2675226
"475","GO","Novo Gama",2,681504
"476","GO","Orizona",1,565055
"477","GO","Ouro Verde de Goiás",1,2594910
"478","GO","Padre Bernardo",2,1402186
"479","GO","Palmeiras de Goiás",1,439707
"480","GO","Paraúna",1,1143112
"481","GO","Pilar de Goiás",1,354711
"482","GO","Piracanjuba",2,2367363
"483","GO","Planaltina",2,1699932
"484","GO","Porangatu",2,875002
"485","GO","Portelândia",1,624618
"486","GO","Posse",3,1877815
"487","GO","Rio Verde",6,7453914
"488","GO","Sanclerlândia",1,810341
"489","GO","Santa Cruz de Goiás",1,864980
"490","GO","Santa Helena de Goiás",1,652443
"491","GO","Santo Antônio do Descoberto",4,2256944
"492","GO","São Domingos",1,1241695
"493","GO","São Luíz do Norte",1,1014364
"494","GO","São Miguel do Passa Quatro",1,0
"495","GO","Senador Canedo",4,3040357
"496","GO","Silvânia",1,433816
"497","GO","Taquaral de Goiás",1,1334210
"498","GO","Trombas",1,156550
"499","GO","Uruaçu",2,2396974
"500","GO","Valparaíso de Goiás",2,1308517
"501","GO","Vianópolis",1,1610313
"502","MA","Açailândia",3,1480540
"503","MA","Afonso Cunha",7,1625920
"504","MA","Alcântara",1,505373
"505","MA","Aldeias Altas",1,894299
"506","MA","Alto Alegre do Pindaré",2,1071127
"507","MA","Alto Parnaíba",1,886854
"508","MA","Amarante do Maranhão",1,439362
"509","MA","Anajatuba",7,2047380
"510","MA","Anapurus",1,486652
"511","MA","Apicum-Açu",5,3279806
"512","MA","Araguanã",1,1878652
"513","MA","Araioses",2,3115595
"514","MA","Arame",7,1867454
"515","MA","Axixá",3,1076987
"516","MA","Bacabal",1,866307
"517","MA","Bacurituba",1,433144
"518","MA","Balsas",8,8382469
"519","MA","Barra do Corda",2,0
"520","MA","Barreirinhas",3,558298
"521","MA","Bela Vista do Maranhão",3,1525134
"522","MA","Bequimão",2,512030
"523","MA","Bernardo do Mearim",6,1276167
"524","MA","Bom Jardim",5,449037
"525","MA","Bom Jesus das Selvas",3,1829507
"526","MA","Brejo",4,2778266
"527","MA","Brejo de Areia",1,431520
"528","MA","Buriti",4,1925142
"529","MA","Buriti Bravo",4,1721998
"530","MA","Buriticupu",3,2825026
"531","MA","Cajari",1,276464
"532","MA","Cândido Mendes",2,1389744
"533","MA","Capinzal do Norte",4,2631983
"534","MA","Carolina",4,2167184
"535","MA","Caxias",1,1058213
"536","MA","Cedral",1,259252
"537","MA","Centro Novo do Maranhão",3,1395255
"538","MA","Chapadinha",5,3211869
"539","MA","Cidelândia",1,1769587
"540","MA","Coelho Neto",7,7771612
"541","MA","Colinas",3,3482367
"542","MA","Coroatá",1,922012
"543","MA","Cururupu",2,2814005
"544","MA","Davinópolis",1,0
"545","MA","Dom Pedro",5,3160672
"546","MA","Duque Bacelar",1,928771
"547","MA","Formosa da Serra Negra",4,2546079
"548","MA","Fortaleza dos Nogueiras",1,673917
"549","MA","Godofredo Viana",4,787215
"550","MA","Gonçalves Dias",2,1841686
"551","MA","Governador Archer",1,0
"552","MA","Governador Edison Lobão",1,893586
"553","MA","Governador Eugênio Barros",3,1844094
"554","MA","Governador Luiz Rocha",4,1665676
"555","MA","Governador Newton Bello",1,808706
"556","MA","Governador Nunes Freire",5,2133415
"557","MA","Grajaú",4,4776480
"558","MA","Icatu",3,4659480
"559","MA","Igarapé do Meio",1,975158
"560","MA","Igarapé Grande",1,0
"561","MA","Imperatriz",5,2385080
"562","MA","Itaipava do Grajaú",1,949365
"563","MA","Itapecuru Mirim",3,1294952
"564","MA","Itinga do Maranhão",1,573470
"565","MA","Jenipapo dos Vieiras",5,2036563
"566","MA","João Lisboa",1,1347051
"567","MA","Joselândia",1,281790
"568","MA","Junco do Maranhão",4,932883
"569","MA","Lago Verde",1,197234
"570","MA","Lagoa do Mato",3,154784
"571","MA","Lagoa Grande do Maranhão",2,92508
"572","MA","Luís Domingues",1,1242244
"573","MA","Magalhães de Almeida",1,4316838
"574","MA","Maracaçumé",2,484846
"575","MA","Marajá do Sena",1,57768
"576","MA","Matinha",4,1247222
"577","MA","Matões",2,654679
"578","MA","Matões do Norte",4,1376531
"579","MA","Milagres do Maranhão",3,565926
"580","MA","Mirinzal",1,245191
"581","MA","Monção",2,816965
"582","MA","Montes Altos",1,1780124
"583","MA","Nina Rodrigues",2,960749
"584","MA","Nova Iorque",1,491982
"585","MA","Nova Olinda do Maranhão",3,1294286
"586","MA","Olho d'Água das Cunhãs",2,550887
"587","MA","Paço do Lumiar",4,1480120
"588","MA","Palmeirândia",6,1528983
"589","MA","Paraibano",1,1002410
"590","MA","Parnarama",1,249014
"591","MA","Passagem Franca",1,800135
"592","MA","Paulino Neves",1,588892
"593","MA","Paulo Ramos",7,245746
"594","MA","Pedreiras",1,0
"595","MA","Pedro do Rosário",5,2615548
"596","MA","Pinheiro",12,7938168
"597","MA","Pio XII",1,188040
"598","MA","Pirapemas",10,1840344
"599","MA","Porto Rico do Maranhão",4,896126
"600","MA","Presidente Dutra",2,925815
"601","MA","Presidente Juscelino",1,531801
"602","MA","Presidente Vargas",6,1602701
"603","MA","Raposa",2,561664
"604","MA","Rosário",2,1291681
"605","MA","Santa Filomena do Maranhão",4,1681281
"606","MA","Santa Helena",4,623546
"607","MA","Santa Inês",5,1730574
"608","MA","Santa Luzia",2,1036116
"609","MA","Santa Quitéria do Maranhão",7,2726052
"610","MA","Santa Rita",1,96932
"611","MA","Santana do Maranhão",1,0
"612","MA","Santo Amaro do Maranhão",6,773799
"613","MA","Santo Antônio dos Lopes",1,0
"614","MA","São Benedito do Rio Preto",8,2504836
"615","MA","São Bento",3,218577
"616","MA","São Domingos do Azeitão",1,184238
"617","MA","São Francisco do Brejão",1,888593
"618","MA","São Francisco do Maranhão",7,1347966
"619","MA","São João Batista",1,932861
"620","MA","São João do Carú",5,1798747
"621","MA","São João dos Patos",3,841464
"622","MA","São José de Ribamar",1,259613
"623","MA","São José dos Basílios",1,58363
"624","MA","São Luís",23,10292646
"625","MA","São Mateus do Maranhão",1,281625
"626","MA","São Pedro da Água Branca",1,1756567
"627","MA","São Pedro dos Crentes",1,0
"628","MA","São Raimundo do Doca Bezerra",1,150505
